label,paragraph
Student Life,"Kazakh Student Association is founded to assist newly admitted students from Kazakhstan in smooth transitioning to the new environment, as well as to foster collaboration and friendship among students from the Republic of Kazakhstan, the United States of America and other countries represented at Purdue University. Our organization will conduct bi-weekly meetings for team building along with participation in the campus-wide events to promote diversity among the students by exchanging the traditions and culture with the large versatile student community at Purdue University. We strongly believe that it will be a valuable academic and social experience for all members of our community."
Student Life,"KSEA (Korean-American Scientists and Engineers Association) is a non-profit professional organization established in 1971 and has been working to promote the application of science and technology for the general welfare of society and to foster international cooperation especially between the U.S. and Korea. YG Groups are sub-branches of KSEA Local Chapters, and are composed of KSEA members in College, Graduate School, and Working Professionals in their 20's and 30's."
Student Life,KSEA YG Purdue (Korean American Scientists and Engineers Association Young Generation) have constituted to establish an active forum for communication among Korean American students and professionals in the disciplines of science and engineering.
Student Life,"The mission of this chapter is to promote, cultivate, and honor excellence in education and leadership among Latinos in STEM. The mission of this chapter is to also increase the number of Latino engineers at Purdue University by providing awareness of engineering discipline among local high schools and a strong sense of community among all Latinos. Our vision is a future where Latinos are leaders in the engineering and science world."
Student Life,"PUMSA promotes Malaysian culture on campus by organizing events such our largest event of the year as well as one of Purdue's biggest cultural events, Malaysian Night. PUMSA members showcase Malaysia’s culture through various dances, music, and other performances in an overarching performance held together by an entertaining theme and storyline."
Student Life,"Besides that, PUMSA takes pride in placing Malaysian cuisine in the forefront of its efforts as we seek to win the hearts of the Purdue community through delicious food. We participate in events such as the International Food Bazaar and Taste of Asia, while also providing an endless supply of nasi lemak and teh tarik at most of our own events."
Student Life,"The Mexican and Mexican-American Association understands the need for an organization that allows for the integral development of students with Mexican heritage and the manners in which it can serve to promote the integration of students to life at Purdue University. Our student organization provides a safe and charitable venue for adherents to any race and ethnicity to participate in the claims of culture. While this is a distinctly Mexican-focused organization, any student is welcome to become a member and learn, debate, and explore the connection of cultural pride, diversity, and inclusion."
Student Life,"The Nigerian Students Association at Purdue was formed to foster a sense of unity, pride, and collaboration among current, past, and incoming Nigerian students at Purdue University. Since Spring 2019, the association has served as a much-needed resource for members, providing a safe space for community development, productive reflections, social interactions, information dissemination, and the strategizing of academic, career, and national developmental plans."
Student Life,The Polynesian Culture Club of Purdue (PCCP) brings together students to celebrate the rich Polynesian cultures and increase the visibility and educates the campus and greater Lafayette area of Polynesian traditions.
Student Life,"The Purdue Filipino Association (PFA) is both a cultural and social student-led organization established in 1989, that has been growing ever since. PFA encourages students from all backgrounds at Purdue University to learn about Filipino and Filipino-American culture through bi-monthly meetings, socials, philanthropies, and cultural events."
Student Life,"The Saudi Student Association (SSA) is a democratic, cultural, and social student non-profit organization which represents Saudi students at Purdue University. Our goals are to enhance and encourage close ties between Saudi students and the community, while introducing and enriching the campus community with the understanding of the Saudi culture, heritage, and people. We strive to keep an honest, clean, and respectable reflection of the Saudi culture amongst our actions, social interactions, and events."
Student Life,"The Purdue University South Asian Student Alliance (SASA) founded in 2002 is a student led group that represents the countries of Bangladesh, India, Nepal, Pakistan, and Sri Lanka. The purpose of the organization is to provide Purdue University students and faculty who are of South Asian descent, or those interested in South Asia, with an environment in which they can meet, learn and participate in cultural events with others of the same interest. The efforts of this organization shall target individuals both inside and outside of South Asian and South Asian American communities."
Student Life,"Purdue University Undergraduate Taiwan Student Association is an official student based organization sanctioned by the Taiwan Foreign Affairs Office in Chicago as well as Purdue University. Over the past decade, numerous Taiwanese Purdue graduates have participated in our community activities, and it is now our turn to continue the legacy. We welcome you with open arms to TSA, a community that brings Taiwanese students together and makes Purdue a home away from home. Throughout the year, we host various activities to help establish and create a warm and caring atmosphere for us all. Regardless if you are a TSA officer or member, we all have our own unique college and life experiences we can share to help new members and students to have a successful college career here at Purdue. We also encourage mutual learning between members and helping each other to find our suitable paths. We welcome anyone who is interested in Taiwan’s culture to join us."
Student Life,"The Vietnamese Student Association at Purdue University seeks to assist in promoting the awareness of the Vietnamese culture in and around the community and also throughout the nation. Its diverse group of members come together to implement social and cultural events, while encouraging the furthering of our education, leadership abilities, and growth as an individual."
Student Life,"Purdue students have a variety of housing options, both on and off campus. Student residence halls are within easy walking distance of Purdue's academic campus and students may ride our local public bus service, CityBus, for free. The housing contract is accessible via the student's online myPurdue portal about two days after accepting his/her offer of admission."
Student Life,"On-campus residence halls. Freshmen are not required to live on campus, but most do. Freshmen admitted for the fall semester are given priority in University Residences if they complete a housing contract by April 15. The contract will remain open until May 5. Residence building assignments are communicated in mid-July. University Residences"
Student Life,"Homes on or near campus where students with shared interests live together. Members of the co-op houses contribute 2-4 hours toward household duties each week, which makes this a very affordable living option. Cooperative Housing"
Student Life,Nearly 50 men's fraternities and more than 30 women's sororities. About 20% of Purdue students are members of Greek organizations. Fraternities and sororities
Student Life,"From Spanish Club to our car-building Society of Automotive Engineers groups to student government, there are organizations for every passion and interest at PNW. Take a look below for descriptions and contact information!"
Student Life,"Actively Moving Forward (A.M.F.)
AMF campus Chapters connect grieving college students so they can help support one another and empower the campus community to take action through a variety of service events."
Student Life,"Alpha Psi Lambda
Currently, with 200+ members in our Familia, Alpha Psi Lambda believes in serving our campus community while promoting Latino culture. We believe in the concept of Familia to create a support network for our members while creating the real-world experience of working with all genders."
Student Life,"Boots and Bridles Club
The Boots and Bridles Club is a fun place for those who wish to learn about different aspects of the equine industry."
Student Life,"Star Wars Club
The mission of the Star Wars Club is to unify students of all backgrounds under a common interest in the Star Wars Universe by further exploring the stories, characters, and technologies represented within the franchise, all while making real world connections."
Academics,"Information systems students learn to design, deliver, and use information and communication technologies to solve problems for companies, governments, and society."
Academics,"As an information systems student, you will build a solid foundation in computing, communications, and software development. You will also study social sciences and organizational theory to develop critical thinking and understand the human impacts of technological change."
Academics,"The flexible nature of the program encourages students to explore their interests. Students may specialize in information security and privacy, data science, or digitalization."
Academics,"Through two semester-long, team-based projects, students gain the experience of working with a real-word client and developing a mobile app, technology solution or systems idea."
Academics,"Information systems (IS) students practice interdisciplinary methods from day one, making CMU-Q IS students very competitive at hackathons and innovation competitions."
Academics,"*Four years of mathematics should include at least algebra, geometry, trigonometry, analytic geometry, elementary functions (pre-calculus) and preferably calculus. Advanced mathematics courses are strongly encouraged, especially a course in calculus."
Academics,"*Three years of mathematics should include at least algebra, geometry, trigonometry, analytic geometry, elementary functions as well as pre-calculus for those students pursuing Bachelor of Arts degree programs. Advanced mathematics courses are strongly encouraged for students pursuing Bachelor of Science degree programs."
Academics,"*Four years of mathematics should include at least algebra, geometry, trigonometry, analytic geometry, elementary functions (pre-calculus) and preferably calculus. Advanced mathematics courses are strongly encouraged, especially a course in calculus."
Academics,"Students interested in either the Bachelor of Humanities and Arts (BHA), Bachelor of Science and Arts (BSA) or Bachelor of Computer Science and Arts (BCSA) need to apply and be admitted to a school within the College of Fine Arts and be admissible to the corresponding academic college (Dietrich College of Humanities and Social Sciences, Mellon College of Science, or School of Computer Science).
Please reference the college requirements for these individual programs."
Academics,"Many institutions have jumped on the data analytics bandwagon in recent years. But we've been here for decades. The Heinz College of Information Systems and Public Policy at Carnegie Mellon University is a graduate school without boundaries, using the latest in analytical methods to solve problems at the critical nexus of technology and society."
Academics,"A private, global research university, Carnegie Mellon stands among the world's most renowned educational institutions, and sets its own course.
Start the journey here
."
Academics,"With cutting-edge brain science, path-breaking performances, innovative startups, driverless cars, big data, big ambitions, Nobel and Turing prizes, hands-on learning, and a whole lot of robots, CMU doesn't imagine the future, we create it."
Academics,"Carnegie Mellon University's
Information Systems (IS) program
,
a joint degree program between the Heinz College and Dietrich College of Humanities and Social Sciences is strongly technical, drawing from Carnegie Mellon’s leadership in computer science, human-centered design, business management and software engineering. It is deeply rooted in the humanities and social sciences, allowing students the lifelong benefits of a rich liberal arts education. And it provides pathways for students to find their own Information Systems niche through advanced study and research with leading researchers. As a result, our graduates are uniquely positioned to envision and drive the positive organizational change that technology makes possible."
Academics,Artificial intelligence. Machine learning. Deep learning. Big data. Social networks. Neural networks. Robotics. Automated voice assistants. Blockchain. Driverless vehicles.
Academics,"The field of Information Systems involves the effective design, delivery, and use of information and communications technologies to solve problems for companies, governments, and society. Equally, it is about understanding and measuring the impacts of these technologies on people and communities so they can be deployed ethically."
Academics,"As an IS student, you will build a solid foundation in computing, communications, and software development. You will also study social sciences and organizational theory to develop ""big picture"" critical thinking and understand the human impacts of technological change. This blend prepares you to take a leading role in our digital future. The flexible nature of the program encourages students to explore their own interests through program electives, study in a contemporary concentration or through optional second majors and minors."
Academics,"IS students are well prepared to pursue graduate work in a wide range of fields. For students interested in master's degree-level graduate work at Carnegie Mellon, there are many possibilities, including accelerated Masters degree programs in Information Systems Management, Human Computer Interaction, Information Security Policy and Management, Engineering Technology and Innovation Management, and Business Administration."
Academics,This area focuses on decision making and data analysis — essential to development of useful information systems. This area exposes students to analytic methods in the social sciences and quantitative methods for approaching complex methods.
Academics,"Students in the Master's of Science (M.S.) in ECE program are provided with a thorough background in the fundamentals of electrical or computer engineering, as well as the opportunity for in-depth specialization in some particular aspect of these fields. Upon enrollment in the department, students are given the opportunity, with the help of an academic advisor and faculty mentor, to choose an educational program that is consistent with their background and is best suited to their own academic goals."
Academics,"M.S. ECE students have the option to follow one of the following
concentrations
for focused study in a particular area of electrical and computer engineering. M.S. ECE students are not required to complete a concentration in order to graduate. Generally, M.S. ECE students can select a full range of ECE graduate course offerings to meet their course requirements and to advance toward their individual career objectives."
Academics,"In your first year, you'll take
core business courses
while building foundational skills for analysis, communications, and context through additional courses, and pick a
concentration
to gain depth in a specific business area."
Academics,"Business administration students at CMU-Q learn quantitative decision-making, our pioneering approach to undergraduate business education. With an emphasis on analytics and leadership development, students are prepared for the challenges of the global business landscape."
Academics,"Within the MISM program, the
Business Intelligence & Data Analytics (BIDA)
pathway goes deeper into the emerging field of analytics, forging experts that change the way companies do business around the world."
Academics,"The comprehensive curriculum includes advanced analytics coursework in machine learning, structured and unstructured data analytics and predictive modeling. When combined with core technology coursework and experiential learning, BIDA you will arm you with the expertise to become an influencer at any organization."
Academics,"The Business Administration Program in the Tepper School of Business is for students interested in a broad undergraduate education based on management science, quantitative reasoning, leadership development, and communications skills. The curriculum is rigorous and flexible to accommodate student interests, academic, and career goals."
Academics,"Tepper bases the curriculum around a central core of courses in the functional areas of business, economics, mathematics, communications, and university courses in liberal arts and sciences. Students complete an in-depth study in one functional business concentration and additional business electives. Students also complete a minor from outside the Tepper School of Business to enhance their business education. The minor promotes students' intellectual confidence and leads to the broad knowledge that can last a lifetime. The curriculum structure helps Tepper graduates become leaders in complex global business, technical, and political environments."
Academics,"Beyond the major in Business Administration, we offer the opportunity for minors and additional major to students in other programs of the university."
Academics,"To receive the B.S. degree in Business Administration, students must complete at least 364 units, consisting of the requirements for the Business Foundations, Business Core, Concentration, Business Electives, University Core, and a Minor."
Academics,"The Concentration allows students to gain knowledge and expertise in a particular area of business practice. Students must complete one of the following concentrations. For students electing to complete an additional major, the concentration requirement is waived (as is the minor requirement) and students must complete three business elective courses as part of the waived concentration requirement. Concentration courses cannot double-count with any other degree requirement including the minor requirement."
Academics,"Students must complete 18 units of Business Electives. A business elective course is any Business course (70-xxx) that is not being used to satisfy another degree requirement. This can include
21-270
Introduction to Mathematical Finance and upper-level Economics courses (73-3xx and above). Business Electives cannot double-count with any other degree requirement including the minor."
Academics,"In order to obtain the degree, students must complete a minor from another academic department. For students electing to complete an additional major or dual degree, the minor requirement is waived (as is the concentration requirement)."
Academics,The concentration allows students to gain knowledge and expertise in a particular area of business practice. The coursework in the concentrations prepares students with the knowledge and skills for their career pursuits. Completing a concentration is part of the business degree requirements.
Academics,"Business concentrations require at least 4 courses beyond the Business Core. Courses taken to meet concentration requirements are not allowed to double count toward any other BA degree requirements, including the minor requirement. Business concentrations may require prerequisites from courses outside the concentration."
Academics,"The Minor in Business Analytics and Optimization is for students interested in learning how modern analytics — its mathematical models and software tools — is applied in business. Students are eligible to apply for the minor upon completion of two required courses for the minor. In addition, students must earn a 2.0 QPA in these required courses."
Academics,Students pursuing the minor in Business Analytics and Optimization may double-count one minor course with any other major or minor requirements. Students may not double count courses within the Business Analytics and Optimization minor requirements. There are no double counting restrictions between the minor and the student's home college general education requirements.
Academics,"The minor in Innovation & Entrepreneurship is offered by the Tepper School of Business as part of the Integrative Design, Arts and Technology (IDeATe) network. IDeATe offers students the opportunity to become immersed in a collaborative community of faculty and peers who share expertise, experience, and passions at the intersection of arts and technology. Students will engage in active ""learning by doing"" in state-of-the-art maker spaces. The program addresses current and emerging real-world challenges that require disciplinary expertise coupled with multidisciplinary perspectives and collaborative integrative approaches."
Academics,"The IDeATe undergraduate curriculum consists of ten areas, all of which can also be taken as minors. The themes of these areas integrate knowledge in technology and arts: Game Design, Animation & Special Effects, Media Design, Design for Learning, Sonic Arts, Innovation and Entrepreneurship, Intelligent Environments, Physical Computing, Soft Technologies, and Immersive Technologies in Arts & Culture."
Academics,"Students interested in study with a focus mainly on operations, logistics, and supply chain may choose this alternative business-related minor. Even though one of the requirements is a course in engineering project management, the minor is NOT limited to engineering students."
Academics,Students pursuing the minor in Operations and Supply Chain Management may double-count two minor courses with requirements outside the minor. There are no double counting restrictions between the minor and the student's home college general education requirements.
Academics,"UBA students are expected to make adequate academic progress to ensure they complete their Business Administration degree within eight semesters. For most students, this means enrolling and completing at least 45 units per semester as they work to complete business degree requirements. There are key barometers that the UBA program uses to inform academic progress: 1) by the end of a student's fourth semester in the business program, the UBA program expects that a student has successfully completed at least 40% of business foundation and business core classes (A-D grades). This translates to 8 different 9-unit courses that fulfill the requirements in the business foundation and business core courses; 2) and at the completion of a student's sixth semester in the business program, the student has a declared minor and business concentration; 3) maintain a QPA at or above 2.0; 4) complete 36+ units per semester. Students earning less than 36 units in any given semester may be considered by the Academic Actions Committee due to lack of academic progress."
Academics,"The online MSBA is geared toward individuals with technical backgrounds who want to deepen their analytical skills and
move into senior positions
. Online MSBA students have varying levels of professional work experience and may have little or no background in business or analytics. They typically relish the challenge of solving complex problems, are passionate about data, and adept at or intrigued by coding and algorithms. Those who are most successful in this program are driven and unphased by challenging coursework. They are also collaborative and ready to work with like-minded classmates."
Academics,"Carnegie Mellon’s MS in ETIM degree program is cultivating next-generation, innovation leaders. It’s here that engineers and scientists are developing the specialized business skills, frameworks and technical acuity necessary to creating value, and ultimately capturing value from innovative technologies. Join an exceptional multi-disciplinary group of peers and professors who will help you shape the future."
Academics,"As a people analyst at Google, I work on recruiting, headcount planning, and management. Every day, I use the cross-functional communication skills I developed in the MS in ETIM program to work with my fellow analysts, program managers, and business leaders. I also lean heavily on what I learned in the ETIM product management and UI prototyping classes to build tools and reporting for the business. Because I love working with all kinds of people to solve ambiguous problems, I didn't want my career to take a strictly technical engineering path. The MS in ETIM program aligned with my goals and enabled me to seamlessly transition the focus of my work life from being purely technical to a broader one that combines both engineering and business."
Academics,"Carnegie Mellon University’s Dietrich College of Humanities and Social Sciences is not an ordinary liberal arts school. From creative writing and neuroscience to behavioral economics and bioethics, the Dietrich College is home to eleven departments and programs as well as research centers that often cross disciplines, allowing our world-class faculty and students to investigate and solve real-world problems."
Academics,"The Department of Social and Decision Sciences is a multidisciplinary department that offers undergraduate programs that seamlessly combine frontier knowledge in the social sciences with the practical skills needed to excel in key decision making roles in the public, private, and non-profit sectors and in advanced graduate studies. Our students learn how to combine intellectual ideals with the realities of human and organizational behavior and to apply these lessons across a wide variety of endeavors, ranging from government service to leadership positions in the information economy."
Academics,"The department offers undergraduate majors in Behavioral Economics, Policy and Organizations, in Decision Science, and in Policy and Management. The core courses leverage our strength in decision analysis, decision making, empirical research, and policy analysis. In addition to completing this core, students also specialize in their major area through a set of required and elective courses."
Academics,"Our faculty is committed to the academic success and growth of our students and many of our undergraduates work with faculty on research projects and internships. The directors of the majors are easily accessible and encourage students to talk with them about their curriculum, progress, and available opportunities. Our academic advisors are committed to working with each individual student to help them create, clarify, and meet their goals."
Academics,"The Department of Social and Decision Sciences has a long history of creating innovative and prescient undergraduate programs that combine key ideas from across the social sciences into cohesive majors that allow our graduates to excel in their chosen professions or in the pursuit of advanced studies. Our emphasis on the theory and practice of individual and social decision making linked with our high-quality, multidisciplinary social science faculty, provides a solid foundation from which graduates can embrace a variety of future paths."
Academics,"The field of Behavioral Economics (BE) integrates perspectives from Economics and Psychology to better understand how people make consequential decisions and to leverage this understanding to improve the design of the policies, programs, and institutions that govern such behavior. The last decade has witnessed an explosion of interest in BE among governments and organizations, around the world, including here in the United States. On the policy front, this has led to the formation of government “nudge” units charged with applying BE principles to policy areas such as education, criminal justice, taxation, social benefit programs, consumer protection, and unemployment. Organizations have also aggressively sought to apply BE to encourage employee productivity, improve employee health and financial wellness, reshape managerial and hiring decisions, and to better understand and engage consumers."
Academics,"This is presented as a recommended plan for completing major requirements. The major can be completed in as few as two years (not that it must be), but students may not have time for other opportunities such as additional majors or study abroad. Students may declare their major as early as the third week of the spring semester in the freshman year. Students who are planning to attend the Washington Semester Program, to study abroad, to apply for the Heinz Accelerated Masters Program, or to pursue an additional major/minor may have a very different curriculum map and should consult early – and often – with the Behavioral Economics, Policy and Organizations Academic Advisor."
Academics,"The interdisciplinary field of Decision Science seeks to understand and improve the judgment and decision making of individuals, groups, and organizations. Qualified graduates can continue to PhD programs in Decision Science or related fields (e.g., psychology, business), pursue professional degrees (e.g., MBA, MD, JD, MPH), or take professional positions in business, government, consulting, or the non-profit sector. Students work with faculty and the Academic Advisor to tailor their education to their personal needs and interest."
Academics,"Carnegie Mellon is one of the leading centers for the study of Decision Science - and offers the only undergraduate major that integrates analytical and behavioral approaches to decision making. Our faculty are involved in applying Decision Science in a wide variety of areas, allowing them to share practical experiences with students. These applications include use of decision aids (cognitive processes of using technology), medical decision making (e.g., effects on interventions to promote healthy behavior), risk management (e.g., assessing and communicating the risks of climate change), marketing (e.g., understanding the effects of inter-temporal choice on purchasing decisions), and business (e.g., identifying unrecognized conflicts of interest). design"
Academics,"Decision Science is grounded in theories and methods drawn from psychology, economics, philosophy, statistics, and management science. Courses in the major cover the three aspects of decision science: (a) normative analysis, creating formal models of choice; (b) descriptive research, studying how cognitive, emotional, social, and institutional factors affect judgment and choice, and (c) prescriptive interventions, seeking to improve judgment and decision making. In addition to gaining a broad education in the principles of judgment and decision making, Decision Science majors gain broadly applicable skills in research design and analysis to behavioral problems in consumer, organizational, and public policy arenas.. application of research findings"
Academics,"The core courses present fundamental theories and results from the study of decision making, along with their application to real-world problems. They introduce students to methods for collecting and analyzing behavioral data. For example, students learn to conduct surveys (e.g., uncovering consumer or managerial preferences), design experiments (e.g., evaluating theories, comparing ways of presenting information), and evaluate the effectiveness of interventions."
Academics,"The elective courses provide students with additional knowledge in areas of decision making that meet their personal, intellectual, and career goals. These courses are organized into six clusters: biological and behavioral aspects of decision making, managerial and organizational aspects, philosophical and ethical perspectives, economic and statistical methods, public policy, and research methods. Students can concentrate in one area or spread their studies across them. In addition to coursework, the department offers research opportunities for interested and qualified students. Participating in research helps students to extend their mastery of decision science, discover whether a research career is right for them, and get to know faculty and graduate students better."
Academics,"All Decision Science majors must complete mathematics, statistics, and analytic methods prerequisites (see below), by the end of the sophomore year."
Academics,"The Dietrich College of Humanities and Social Sciences offers more than 60 majors and
minors
and various graduate degrees through our academic departments and programs. The college also offers a
student-defined major
for those students who want to pursue academic goals that combine existing curricula."
Academics,"Each department and program is committed to quality undergraduate and graduate education. Unique among major research universities, senior faculty at Carnegie Mellon University teach introductory courses and conduct research with undergraduates, even first-year students."
Academics,"While the world becomes more connected, the Information Systems Program equips students with advanced skillsets to emerge as leaders in the software systems and services industry."
Academics,"Diverse course and research opportunities provide students with analytical and quantitative training in political science with a focus on international security studies, political institutions and the grand strategy of nation-states."
Academics,"The Applied Multilingual Studies, Arabic, Chinese, French & Francophone, German, Japanese, Hispanic and Russian courses are immersive and varied, and students have many opportunities to study abroad or participate in service-learning communities."
Academics,"The Neuroscience Institute at Carnegie Mellon administers two Ph.D. programs: the Program in Neural Computation and the Program in Systems Neuroscience. Both programs benefit from a close relationship with the Center for the Neural Basis of Cognition (CNBC), an integrative center spanning both Carnegie Mellon University and the University of Pittsburgh. All PNC and PSN students are by extension members of the CNBC. We aim to take advantage of the world-class strengths of CMU and Pitt, in areas including computer science, machine learning, statistics and dynamical systems and to train students to apply these tools to critical problems in neuroscience. There are also options for non-degree granting graduate study and undergrad"
Academics,"Faculty and students conduct research on the foundations of science, computation, mathematics, rationality, causation and cognitive science, serve on National Academies of Science committees and work with many other agencies and the community."
Academics,Students learn how to combine creative ideals with the realities of human and organizational behavior to excel in key decision-making roles in the public and private sectors.
Academics,"Courses are tailored to meet the needs and interests of students, and emphasize modern methods, strong communication skills and the analysis of data from real, interdisciplinary problems."
Academics,Interdisciplinary majors and additional majors offer students the ability to collaborate across disciplinary boundaries and explore the connections between a wide number of fields.
Academics,"The Department of History offers undergraduates a choice of three majors: Social & Political History, Global Studies, and Ethics, History, and Public Policy. Specific requirements and courses for each major are detailed below."
Academics,"All three History majors are grounded firmly in the liberal arts. Each has a strong interdisciplinary bent and an equally strong commitment to using knowledge of the past to illuminate present-day social, cultural, and political affairs."
Academics,"In different ways, all three majors emphasize empirical research methods and conceptual analysis, and cultivate reading, research, and writing abilities central to a variety of professions. Our students develop strong analytic and writing skills; choose among diverse U.S., global, and thematic courses; learn experientially through internships and/or study abroad; and benefit from small class sizes and easy access to faculty who are internationally known for innovative historical, anthropological, and other social science approaches to investigating the past. The study of history necessarily includes diverse societies and controversial public policy issues, usefully blending liberal education with professional development."
Academics,"History is also excellent preparation for leadership positions in law, business, journalism, politics, education, and government service (e.g., U.S. Foreign Service, Health & Human Services, Federal Trade Commission). The resumes of innumerable CEOS and government statesmen show how effectively the study of history serves as a foundation for preparing leaders both at home and abroad."
Academics,"Having been trained to analyze subtle and complex issues, to develop breadth of understanding, to dig out information and make sense of it, and to present their findings effectively, graduates of the History Department do extremely well in many types of for-profit, non-profit, governmental, and non-governmental organizations. Because history training combines research and writing skills with analysis of social and policy trends, it also prepares graduates for journalism and other writing careers in the modern media age."
Academics,"All three History degree programs combine easily with majors in Business, Economics, English, Information Systems, Modern Languages, Philosophy, Professional Writing, Social and Decision Sciences, and Statistics."
Academics,"The majors in Social & Political History, Global Studies, and Ethics, History, and Public Policy may be declared as additional majors in consultation with the Academic Advisor, Dr. Andrew Ramey. You can reach Dr. Ramey via email at
aramey@andrew.cmu.edu
or schedule a meeting with him directly via
https://go.oncehub.com/AndrewRamey
."
Academics,"In addition to the Ethics, History, and Public Policy major, History faculty are also integral participants in three interdepartmental majors described elsewhere in this catalog: International Relations and Politics in the Institute for Politics and Strategy, Arabic Studies, and Russian Studies in the Modern Languages Department."
Academics,"Options for pursuing a minor in Social & Political History or Anthropology are discussed below, following the sub-section on Ethics, History, and Public Policy."
Academics,"Several other minors with strong History content, detailed elsewhere in the Undergraduate Catalog, can be linked with any degree. Students should contact the relevant History faculty members listed below:"
Academics,"History Department faculty members lead three research and outreach centers that advance new interdisciplinary knowledge and help translate knowledge into public policies that further the pursuit of social, economic, and political justice."
Academics,"The B.A. in Global Studies is an interdepartmental major designed for students interested in humanistic approaches to past and present processes of globalization. The rigorous yet flexible Global Studies curriculum combines courses in anthropology, history, cultural studies, and language training that enable students to gain a nuanced understanding of both global processes and regional histories and cultures. Graduates of the program have pursued careers in a wide range of fields, including law, the private and non-governmental sectors, and graduate work in psychology, business, health and medicine, and international studies."
Academics,"Faculty affiliated with the program come from the departments of History, Modern Languages, English, and Philosophy, and draw on their international expertise to help students gain a rich, multidisciplinary understanding of global issues and concerns (such as, climate change and the environment; migration; social and political movements; imperial legacies and contemporary politics; art, language, culture, and globalization.)"
Academics,"Students should consult with the Global Studies
academic advisor
about new courses and study abroad courses that may be approved for the Global Studies major."
Academics,"There are three required courses for the major: Introduction to Global Studies (
79-275
), Global Studies Research Seminar (
79-400
) and one of the following general education courses: Introduction to Anthropology (
79-201
, 9 units), Genocide and Weapons of Mass Destruction (
79-145
, 9 units) or History of Democracy: Thinking Beyond the Self (
79-189
, 9 units). In addition to these three courses, majors must also complete 72 units of electives and demonstrate proficiency in a modern language other than English. Students may double count a maximum of four courses taken for the Global Studies major that are also being used to fulfill the requirements of other majors and programs. Students should consult with the Global Studies Academic Advisor about new courses and study abroad courses that may be approved for students pursuing the major in Global Studies."
Academics,"Students should consult each semester with the Global Studies advisor,
Dr. Andrew Ramey
about new courses approved for the Global Studies major. Students may “double-count” a maximum of four courses for the Global Studies major that are used to fulfill the requirements of other majors and programs. (Note that some of the courses may have prerequisites established by the departments offering them. Students should consult with the academic advisor about how such prerequisites may affect their course of study.)"
Academics,"The research seminar is the capstone course for Global Studies majors and is designed to give students the chance to define and carry out a research project of personal interest. Students are strongly encouraged to incorporate their prior coursework (including foreign language training), study abroad, or internships into their research. Students must earn a final grade of ""C"" or better for the course to count toward the major."
Academics,"The B.A./B.S. in Ethics, History, and Public Policy, (EHPP) is an interdepartmental major offered jointly by the Departments of History and Philosophy. It prepares students for leadership positions by providing them with a rigorous, interdisciplinary humanistic and social-scientific education. It also serves as an excellent springboard for graduate study in a wide variety of disciplines such as law, public policy, ethics, and advocacy. The program focuses equally on the historical understanding of how modern-day problems have evolved, and the importance of developing clear criteria for ethical decision-making. The capstone project course provides students with the opportunity to engage with real-world public policy challenges using the methods, theories, and knowledge that they have gained through the major. Offered jointly by the departments of History and Philosophy, the B.A./B.S. in EHPP encourages specialization, internship experiences, and research in a wide range of policy areas."
Academics,"Students graduating with a primary major in Ethics, History, and Public Policy may elect to receive either a Bachelor of Arts or a Bachelor of Science Degree (additional requirements apply; see below). Basic requirements include 120 units encompassing 9 units in Economics, 36 units in History, 36 units in Philosophy, 27 units of elective courses, and a 12-unit senior capstone course. This program may also be taken as an additional (e.g., second) major. All courses toward the major must be taken for a letter grade and must be passed with a grade of ""C"" or better. Students can double count any course for the major with another major or minor, with the exception of Social and Political History, for which a student can double count a maximum of two courses."
Academics,"The Ethics, History and Public Policy Project Course is required for the Ethics, History and Public Policy major and is taken in the fall semester of the senior year. In this capstone course, Ethics, History and Public Policy majors carry out a collaborative research project that examines a compelling current policy issue that can be illuminated with historical research and philosophical and policy analysis. The students develop an original research report based on both archival and contemporary policy analysis and they present their results to a client organization in the community."
